pseoInstitutionId,name,state,city,lat,lon,tuitionInState,tuitionOutState,roomCost,bookCost,totalCostEstimate,loanPrincipal,pellGrantRate,federalLoanRate,studentsWithAnyLoan,medianDebtOverall,completerDebt,monthlyPayment,gradCohort,gradCohortYears,y1P25Earnings,y1P50Earnings,y1P75Earnings,y1GradsEarn,y1IpedsCount,earningsDebtRatio,matchMethod
00108200,Northern Arizona University,AZ,Flagstaff,35.188449,-111.653724,11896,26642,11106,1000,24002,12500,0.3268,0.3994,0.791816056,12500,19375,193.69,2019,3,32502,46326,63102,13682,18980,2.39,exact
00173700,Northern Illinois University,IL,Dekalb,41.933869,-88.766428,12352,12352,10880,1300,24532,17750,0.4308,0.5863,0.904048716,17750,22500,224.93,2019,3,32400,46598,64167,6897,9554,2.07,exact
00346600,Northern State University,SD,Aberdeen,45.450829,-98.484728,8750,11821,8925,1200,18875,15500,0.1533,0.2799,0.908,15500,21750,217.43,2019,3,31078,42303,52869,622,827,1.94,exact
00249600,Northwest Missouri State University,MO,Maryville,40.351692,-94.883339,8500,14458,9270,400,18170,13893,0.3063,0.5338,0.889110491,13893,21500,214.93,2019,3,30532,40668,51106,2467,3490,1.89,exact
00359600,Odessa College,TX,Odessa,31.866812,-102.383477,2280,4398,5895,522,8697,6375,0.2163,0.0243,0.188717949,6375,8000,79.97,2019,3,46435,66562,88826,71,70,8.32,exact
00309000,Ohio State University (The),OH,Columbus,39.999324,-83.014853,11518,33502,13066,1082,25666,14750,0.2043,0.3389,0.856381691,14750,20500,204.93,2019,3,34768,51490,71833,23181,35877,2.51,exact
00310000,Ohio University,OH,Athens,39.326798,-82.100985,12612,22406,14024,984,27620,14676,0.2287,0.4977,0.868881638,14676,20629,206.22,2019,3,38134,58150,78717,16013,21267,2.82,exact
00372800,Old Dominion University,VA,Norfolk,36.886418,-76.30666,10800,30960,12988,1300,25088,17000,0.3811,0.5384,0.869272237,17000,24697,246.89,2019,3,31390,45222,63506,8176,11976,1.83,exact
00174100,Olivet Nazarene University,IL,Bourbonnais,41.155237,-87.875165,36950,36950,8990,1000,46940,18833,0.3473,0.7177,0.954285714,18833,25250,252.42,2019,3,34227,50850,71464,1549,2511,2.01,exact
00321100,Oregon Institute of Technology,OR,Klamath Falls,42.257152,-121.785177,11269,31379,9936,1225,22430,16475,0.2338,0.3082,0.835549335,16475,23000,229.92,2019,3,57348,74782,93881,1829,2117,3.25,exact
00321000,Oregon State University,OR,Corvallis,44.56395,-123.274723,11858,31467,13200,1200,26258,15500,0.2299,0.3651,0.860114526,15500,21793,217.86,2019,3,33850,50711,74260,12105,18380,2.33,exact
00158800,Piedmont University,GA,Demorest,34.566042,-83.542126,27520,27520,10850,1544,39914,18750,0.4295,0.6921,0.892230576,18750,25000,249.92,2019,3,33598,47376,68450,636,850,1.9,exact
00321600,Portland State University,OR,Portland,45.511601,-122.686289,10112,29001,13500,1200,24812,16166,0.3898,0.3757,0.810582011,16166,21000,209.93,2019,3,30946,44176,62321,9903,14927,2.1,exact
00344500,Presbyterian College,SC,Clinton,34.465834,-81.87448,40260,40260,10900,1200,52360,13180,0.3004,0.5299,0.858156028,13180,25816,258.07,2019,3,28753,41450,53838,339,626,1.61,exact
00340600,Providence College,RI,Providence,41.842742,-71.437446,54388,54388,14295,1150,69833,26800,0.1431,0.5303,0.975077882,26800,27000,269.91,2019,3,38623,56401,71158,2175,3404,2.09,exact
02116300,Pueblo Community College,CO,Pueblo,38.262124,-104.636258,4520,15942,11439,1800,17759,6000,0.3552,0.2354,0.531929348,6000,11000,109.96,2019,3,53814,69584,87351,55,57,6.33,exact
00182500,Purdue University,IN,West Lafayette,40.428206,-86.914435,9992,28794,10030,1000,21022,15162,0.1533,0.2809,0.799054374,15162,19500,194.94,2019,3,42529,64037,82879,14091,23350,3.28,manual
00182800,Purdue University Fort Wayne,IN,Fort Wayne,41.117278,-85.108962,8730,20961,8765,1240,18735,11000,0.2644,0.2997,0.76077886,11000,22179,221.72,2019,3,32873,44926,60608,2629,3709,2.03,exact
00182700,Purdue University Northwest,IN,Hammond,41.584324,-87.474236,7942,14734,7821,1500,17263,13813,0.317,0.3346,,13813,21207,212.0,2019,3,41121,61656,82284,3960,5695,2.91,exact
00140200,Quinnipiac University,CT,Hamden,41.418915,-72.894117,50760,50760,15440,800,67000,21500,0.1535,0.5901,0.975767918,21500,26000,259.91,2019,3,34010,53628,78002,3396,5330,2.06,exact
00373200,Radford University,VA,Radford,37.136907,-80.549728,11416,23498,9612,1260,22288,16305,0.3793,0.6664,0.938438057,16305,23249,232.41,2019,3,28422,41967,58154,4105,5611,1.81,exact
00373300,Randolph - Macon College,VA,Ashland,37.76043,-77.478416,43940,43940,12680,1200,57820,21500,0.21,0.6053,0.952998379,21500,27000,269.91,2019,3,30053,44122,56812,812,1182,1.63,exact
00373400,Randolph College,VA,Lynchburg,37.437315,-79.171887,25610,25610,11000,1280,37890,17103,0.3982,0.715,0.943502825,17103,27000,269.91,2019,3,22839,29116,38814,234,419,1.08,exact
03091300,Regent University,VA,Virginia Beach,36.801173,-76.194627,18720,18720,7220,1000,26940,11235,0.4852,0.5943,0.842105263,11235,24313,243.05,2019,3,31024,44907,63518,1017,2047,1.85,exact
00373600,Roanoke College,VA,Salem,37.294861,-80.055467,47020,47020,14580,1000,62600,22250,0.2591,0.674,0.956416465,22250,27000,269.91,2019,3,27367,40388,52798,938,1411,1.5,exact
00284500,SUNY College at Geneseo,NY,Geneseo,42.796645,-77.821894,8856,18766,14472,1000,24328,15500,0.2603,0.513,0.90813253,15500,20047,200.4,2019,3,26887,38561,51989,2539,3904,1.92,exact
00285600,SUNY College of Agriculture & Technology at Cobleskill,NY,Cobleskill,42.672534,-74.498258,8591,18501,13800,1200,23591,11000,0.474,0.5983,0.884095299,11000,15750,157.45,2019,3,27952,37726,51929,833,1198,2.4,exact
00285100,SUNY College of Environment Science & Forestry,NY,Syracuse,43.034765,-76.138724,9130,19040,18690,1200,29020,13000,0.271,0.4614,0.89010989,13000,12000,119.96,2019,3,26077,39106,57836,932,1352,3.26,fuzzy
00285400,SUNY College of Technology at Alfred,NY,Alfred,42.255262,-77.794632,8726,15666,13180,1200,23106,12000,0.4934,0.6643,0.916535433,12000,15000,149.95,2019,3,34922,52575,70480,996,1201,3.5,exact
00285500,SUNY College of Technology at Canton,NY,Canton,44.604096,-75.182906,8689,12619,13635,1300,23624,12000,0.5398,0.6988,0.882469136,12000,20000,199.93,2019,3,34245,48201,67379,1129,1360,2.41,exact
00285700,SUNY College of Technology at Delhi,NY,Delhi,42.269859,-74.924612,8640,12410,13320,1300,23260,12000,0.4845,0.5709,0.865402844,12000,15250,152.45,2019,3,42206,68592,95750,1139,1427,4.5,exact
00284300,SUNY Cortland,NY,Cortland,42.598022,-76.188655,8677,18587,13100,1000,22777,17750,0.3079,0.6621,0.941414771,17750,21500,214.93,2019,3,26143,36962,49949,3360,4927,1.72,exact
00285300,SUNY Maritime College,NY,Throggs Neck,40.807217,-73.795309,8522,18432,13747,1500,23769,18250,0.2286,0.4599,0.906306306,18250,23250,232.42,2019,3,57857,78242,98278,727,877,3.37,exact
00284400,SUNY at Fredonia,NY,Fredonia,42.452236,-79.337375,8492,18402,13180,1200,22872,15250,0.4347,0.7107,0.921837992,15250,23300,232.92,2019,3,25279,35488,48618,2123,2927,1.52,exact
00998700,Saint Anthony College of Nursing,IL,Rockford,42.310147,-88.991968,27460,27460,6300,2000,35760,18750,0.4604,0.7475,,18750,21250,212.43,2019,3,61960,73845,82889,237,260,3.48,exact
02185400,Saint Augustine College,IL,Chicago,41.972414,-87.662806,12120,12120,8500,1200,21820,3979,0.7505,0.0499,0.013937282,3979,4083,40.82,2019,3,33458,42938,56473,160,154,10.52,fuzzy
00624000,Saint Francis Medical Center College of Nursing,IL,Peoria,40.701241,-89.590322,,,,,,15000,0.3,0.5031,0.940540541,15000,15000,149.95,2019,3,57242,67090,75722,377,431,4.47,exact
00237900,Saint John's University,MN,Collegeville,45.580075,-94.393621,48166,48166,11362,1000,60528,23250,0.2075,0.6151,0.969432314,23250,27000,269.91,2019,3,35132,51795,64982,818,1193,1.92,fuzzy
00238000,Saint Mary's University of Minnesota,MN,Winona,44.044736,-91.695449,38280,38280,9630,1600,49510,15250,0.2999,0.5985,0.909574468,15250,20832,208.25,2019,3,35626,52999,74210,908,1228,2.54,exact
00360600,Sam Houston State University,TX,Huntsville,30.714738,-95.546205,8736,18552,9670,1380,19786,16694,0.4064,0.5182,0.842166949,16694,22020,220.13,2019,3,30216,43131,60360,9131,13017,1.96,exact
00159000,Savannah State University,GA,Savannah,32.024781,-81.063377,5902,16624,7762,1600,15264,17800,0.6976,0.7616,0.921410091,17800,29313,293.03,2019,3,23087,32403,44785,972,1613,1.11,exact
00994200,Shawnee State University,OH,Portsmouth,38.730867,-82.993769,8604,14647,10862,1250,20716,13750,0.4103,0.547,0.854846566,13750,23000,229.92,2019,3,27789,42037,56553,911,1370,1.83,exact
00373700,Shenandoah University,VA,Winchester,39.167355,-78.157433,33900,33900,10810,1500,46210,20500,0.225,0.6711,0.95840868,20500,25000,249.92,2019,3,30015,47592,65384,1100,1631,1.9,exact
00367900,Snow College,UT,Ephraim,39.360177,-111.58296,3912,13156,3900,1000,8812,3500,0.2612,0.3845,0.526455027,3500,6086,60.84,2019,3,31066,45751,75586,66,95,7.52,exact
00344600,South Carolina State University,SC,Orangeburg,33.497968,-80.848722,11060,21750,9000,2000,22060,20500,0.7309,0.7754,0.918411552,20500,31000,309.9,2019,3,23454,32842,45178,614,972,1.06,exact
00347000,South Dakota School of Mines and Technology,SD,Rapid City,44.075439,-103.205753,11020,15400,7980,2050,21050,20500,0.2016,0.4914,0.922588833,20500,27000,269.91,2019,3,51694,71232,84858,901,1219,2.64,exact
00347100,South Dakota State University,SD,Brookings,44.317485,-96.782139,9200,12675,8069,1200,18469,16750,0.2048,0.5146,0.952068732,16750,23250,232.42,2019,3,38360,52473,68254,4437,5828,2.26,exact
00159200,South Georgia State College,GA,Douglas,31.495903,-82.855231,3310,9662,8750,978,13038,5500,0.5456,0.3589,0.649293717,5500,11949,119.45,2019,3,37592,53647,76903,184,230,4.49,exact
03103400,South Texas College,TX,McAllen,26.217591,-98.253634,4230,7920,6276,1200,11706,,0.3774,0.0,,,,,2019,3,29510,41799,60572,934,1242,,exact
01303907,South University - Columbia,SC,Columbia,34.098042,-80.961839,17014,17014,7108,1500,25622,13516,0.6067,0.6517,0.826102368,13516,25379,253.71,2019,3,34155,53696,73785,169,279,2.12,exact
00250100,Southeast Missouri State University,MO,Cape Girardeau,37.311107,-89.531187,8033,14205,9511,637,18181,14450,0.3142,0.4096,0.804022692,14450,21614,216.07,2019,3,28493,38947,50614,3755,5401,1.8,exact
00202400,Southeastern Louisiana University,LA,Hammond,30.514652,-90.468676,8289,20767,9620,1300,19209,11000,0.3692,0.4199,0.816459444,11000,21500,214.93,2019,3,28461,42033,56519,3863,5404,1.96,exact
00140600,Southern Connecticut State University,CT,New Haven,41.333225,-72.947897,11802,25206,13932,1200,26934,14250,0.4064,0.5877,0.893196203,14250,21500,214.93,2019,3,28669,40922,56235,3783,4933,1.9,exact
00175900,Southern Illinois University Edwardsville,IL,Edwardsville,38.793949,-89.997779,12219,12219,9881,915,23015,16373,0.3309,0.48,0.871261116,16373,20935,209.28,2019,3,34195,49256,68522,5610,7491,2.35,exact
00175800,Southern Illinois University at Carbondale,IL,Carbondale,37.714193,-89.217273,15104,15104,10622,1100,26826,17750,0.3606,0.507,0.867745005,17750,21592,215.85,2019,3,31309,45123,65345,5158,8231,2.09,fuzzy
00321900,Southern Oregon University,OR,Ashland,42.185077,-122.695081,10710,27990,14629,999,26338,15000,0.273,0.345,0.814405889,15000,21497,214.9,2019,3,27627,38967,51011,1788,2588,1.81,exact
00202600,Southern University at New Orleans,LA,New Orleans,30.026162,-90.044912,7059,15960,9040,1300,17399,18750,0.6246,0.6642,0.875471698,18750,30918,309.08,2019,3,29127,39319,49107,507,789,1.27,exact
00367800,Southern Utah University,UT,Cedar City,37.674617,-113.070146,6770,20586,7374,1600,15744,7750,0.284,0.4653,0.652471483,7750,13085,130.81,2019,3,28471,41260,55145,2572,3856,3.15,exact
00373800,Southern Virginia University,VA,Buena Vista,37.740368,-79.35037,17696,17696,8774,1500,27970,15750,0.4851,0.5662,0.873150106,15750,24365,243.57,2019,3,23535,33330,45663,242,536,1.37,exact
00342200,Southern Wesleyan University,SC,Central,34.728068,-82.761586,25676,25676,9370,1060,36106,18297,0.4496,0.6965,0.920911528,18297,26717,267.08,2019,3,28816,40342,51089,534,842,1.51,exact
00237500,Southwest Minnesota State University,MN,Marshall,44.45373,-95.759548,9058,9058,8642,1200,18900,14500,0.1076,0.1614,0.888341544,14500,21180,211.73,2019,3,32360,44284,59643,1083,1425,2.09,exact
00159400,Spelman College,GA,Atlanta,33.745279,-84.411527,29972,29972,14768,3000,47740,22921,0.4269,0.7755,0.910585817,22921,26000,259.91,2019,3,27325,41329,59224,921,1418,1.59,exact
00234200,St. Catherine University,MN,Saint Paul,44.924926,-93.183761,42594,42594,9100,1000,52694,19000,0.3831,0.6721,0.933214073,19000,23788,237.8,2019,3,35569,53306,75243,1292,1808,2.24,exact
00237700,St. Cloud State University,MN,Saint Cloud,45.553227,-94.152657,8779,17195,8992,1200,18971,14370,0.2511,0.3668,0.868617684,14370,21500,214.93,2019,3,34482,47935,63693,4111,5940,2.23,fuzzy
00284600,State University of New York at New Paltz,NY,New Paltz,41.740936,-74.082188,8416,18326,14294,1800,24510,15000,0.3573,0.504,0.857999251,15000,18588,185.82,2019,3,25327,36430,50541,3412,5735,1.96,exact
00362400,Stephen F Austin State University,TX,Nacogdoches,31.621056,-94.64908,10600,21616,9642,1202,21444,17500,0.3728,0.4889,0.866099684,17500,23750,237.42,2019,3,29249,43461,58989,4993,6904,1.83,exact
00362500,Sul Ross State University,TX,Alpine,30.363139,-103.651469,8777,21047,9326,1242,19345,10750,0.5619,0.4435,0.682299546,10750,15556,155.51,2019,3,27070,38642,55017,759,1085,2.48,exact
00374200,Sweet Briar College,VA,Sweet Briar,37.556725,-79.081014,22700,22700,13500,1300,37500,14000,0.3077,0.5755,0.872340426,14000,27000,269.91,2019,3,18884,25965,33477,69,201,0.96,exact
00363100,Tarleton State University,TX,Stephenville,32.214988,-98.214866,8276,17448,9321,1036,18633,13750,0.3918,0.5289,0.85335599,13750,19500,194.94,2019,3,32039,46951,65353,6051,7844,2.41,exact
00965100,Texas A&M International University,TX,Laredo,27.571172,-99.436043,7683,18983,8809,1270,17762,11000,0.6648,0.3754,0.551491819,11000,15000,149.95,2019,3,24881,35873,55383,2301,3769,2.39,fuzzy
04229500,Texas A&M University - Central Texas,TX,Killeen,31.053407,-97.775182,6483,16299,9226,1400,17109,13612,0.5261,0.5312,0.688693098,13612,17207,172.01,2019,3,34323,47077,64863,1097,1806,2.74,exact
00356500,Texas A&M University - Commerce,TX,Commerce,33.243745,-95.908451,9820,22090,9567,1176,20563,14000,0.4347,0.4782,0.811025461,14000,20500,204.93,2019,3,32875,49289,66509,4363,5734,2.4,fuzzy
01116100,Texas A&M University - Corpus Christi,TX,Corpus Christi,27.713723,-97.32395,9553,20343,11247,1104,21904,14640,0.4027,0.478,0.836698337,14640,23347,233.39,2019,3,29662,45723,63316,3811,5603,1.96,fuzzy
00363900,Texas A&M University - Kingsville,TX,Kingsville,27.525168,-97.882387,9779,25266,8787,1244,19810,15131,0.4592,0.5062,0.802219482,15131,23250,232.42,2019,3,27437,40978,59105,2040,3445,1.76,fuzzy
04248500,Texas A&M University-San Antonio,TX,San Antonio,29.304762,-98.52417,8901,21896,10552,1200,20653,12500,0.5252,0.4758,0.755931279,12500,17584,175.78,2019,3,31131,44486,61260,2841,3982,2.53,exact
00364200,Texas Southern University,TX,Houston,29.721046,-95.361113,9173,21443,9280,1646,20099,14000,0.693,0.698,0.816010329,14000,29340,293.3,2019,3,27196,39552,55813,1628,3041,1.35,exact
00361500,Texas State University,TX,San Marcos,29.888885,-97.943029,10855,22307,10880,760,22495,14708,0.3632,0.4915,0.872185154,14708,21218,212.11,2019,3,29458,42795,58894,16059,22815,2.02,exact
00364400,Texas Tech University,TX,Lubbock,33.583448,-101.874783,11600,23870,9956,1200,22756,15750,0.2545,0.3999,0.861119703,15750,22000,219.93,2019,3,32638,48653,66812,13049,20075,2.21,exact
01067400,Texas Tech University Health Sciences Center,TX,Lubbock,33.589284,-101.891915,,,,,,12042,0.1996,0.5237,0.889317889,12042,12500,124.96,2019,3,62762,75339,91365,3277,3608,6.03,exact
04280800,Texas Tech University Health Sciences Center El Paso,TX,El Paso,31.771891,-106.43122,,,,,,12500,0.4233,0.77,,12500,12500,,2019,3,61231,73713,89712,469,,5.9,exact
00364600,Texas Woman's University,TX,Denton,33.226211,-97.127842,8255,18071,9730,1050,19035,14000,0.39,0.4388,0.823440535,14000,19845,198.38,2019,3,33381,50293,68307,5008,6653,2.53,exact
00249500,Truman State University,MO,Kirksville,40.188267,-92.581658,8299,15659,9185,1000,18484,16000,0.1853,0.3572,0.88799505,16000,21500,214.93,2019,3,25389,37274,55327,1902,3133,1.73,exact
00364800,Tyler Junior College,TX,Tyler,32.33601,-95.284122,2962,5482,8640,1300,12902,6128,0.3507,0.2467,0.668811324,6128,11500,114.96,2019,3,43497,60508,77193,83,63,5.26,exact
00312300,University of Akron (The),OH,Akron,41.078551,-81.511679,11881,17765,12296,1000,25177,16000,0.2935,0.4274,0.871297939,16000,24411,244.03,2019,3,34262,50614,69448,6106,8464,2.07,exact
00105100,University of Alabama,AL,Tuscaloosa,33.211875,-87.545978,11620,31090,13810,1000,26430,17671,0.1718,0.3644,0.910741139,17671,23072,230.64,2019,3,34723,51129,71641,14963,23730,2.22,manual
00105200,University of Alabama at Birmingham,AL,Birmingham,33.505697,-86.799345,8568,20400,12307,1200,22075,15085,0.3397,0.4688,0.857462269,15085,22250,222.43,2019,3,31173,46469,65663,5684,8303,2.09,manual
00105500,University of Alabama in Huntsville,AL,Huntsville,34.724557,-86.640449,11338,23734,10652,2200,24190,14000,0.2403,0.3855,0.865215571,14000,21450,214.43,2019,3,40366,59407,78491,3312,4561,2.77,manual
00108300,University of Arizona (The),AZ,Tucson,32.232672,-110.950815,12716,36743,13350,800,26866,14198,0.2875,0.3328,0.792839098,14198,20137,201.3,2019,3,31560,46359,66529,14037,24214,2.3,exact
00141600,University of Bridgeport,CT,Bridgeport,41.164741,-73.190166,35760,35760,16350,,52110,19000,0.4241,0.5886,0.931635389,19000,26000,259.91,2019,3,37336,56110,87823,1340,1980,2.16,exact
00245400,University of Central Missouri,MO,Warrensburg,38.759111,-93.737428,8306,15434,9196,1250,18752,16500,0.2873,0.4508,0.87137637,16500,21500,214.93,2019,3,30651,42608,58374,4075,5656,1.98,exact
00312500,University of Cincinnati,OH,Cincinnati,39.131159,-84.51428,12138,27472,11874,1200,25212,12000,0.2013,0.4378,0.873045005,12000,21537,215.3,2019,3,37916,54769,72804,13905,18736,2.54,exact
00137000,University of Colorado Boulder,CO,Boulder,40.008781,-105.270823,12466,38284,15220,1200,28886,13000,0.1547,0.2634,0.868734336,13000,19500,194.94,2019,3,32913,49403,70668,13023,21466,2.53,exact
00450900,University of Colorado Colorado Springs,CO,Colorado Springs,38.892735,-104.800296,8580,20220,10920,1800,21300,12500,0.3021,0.3985,0.809207709,12500,20498,204.91,2019,3,31340,45760,68279,4153,6122,2.23,exact
00141700,University of Connecticut,CT,Storrs,41.809098,-72.249948,17834,40502,13258,950,32042,19292,0.2239,0.4279,0.851006539,19292,21500,214.93,2019,3,32259,51986,74421,10960,18028,2.42,exact
00159800,University of Georgia,GA,Athens,33.956262,-83.374039,12080,31120,10328,1052,23460,16347,0.196,0.3026,0.834428384,16347,18625,186.19,2019,3,33023,50534,69471,15826,25419,2.71,exact
00142200,University of Hartford,CT,West Hartford,41.798591,-72.715213,43560,43560,13200,1128,57888,19500,0.2819,0.6247,0.955390335,19500,27000,269.91,2019,3,29511,44766,64165,1849,2888,1.66,exact
02107800,University of Hawaii - West Oahu,HI,Kapolei,21.35531,-158.056403,7584,20544,15246,1340,24170,11500,0.3329,0.2604,0.612440191,11500,15453,154.48,2019,3,30027,43967,57238,1285,2058,2.85,exact
00161100,University of Hawaii at Hilo,HI,Hilo,19.701189,-155.080847,7838,20798,8248,1340,17426,13000,0.4478,0.3641,0.671033479,13000,19209,192.03,2019,3,26977,39368,62105,1152,2043,2.05,exact
00161000,University of Hawaii at Manoa,HI,Honolulu,21.298598,-157.818979,12186,34218,13583,1350,27119,13500,0.278,0.318,0.740304709,13500,18575,185.69,2019,3,27856,41276,58652,5791,9552,2.22,exact
00365200,University of Houston,TX,Houston,29.720393,-95.343537,9457,21673,9750,1360,20567,14000,0.4063,0.3591,0.730269058,14000,18500,184.94,2019,3,32634,49882,69111,16492,24589,2.7,exact
01171100,University of Houston - Clear Lake,TX,Houston,29.582523,-95.098129,7504,20752,11019,1316,19839,13560,0.4231,0.3707,0.630852843,13560,17871,178.65,2019,3,32926,48909,65030,3256,4635,2.74,exact
00361200,University of Houston - Downtown,TX,Houston,29.7661,-95.359338,7222,17038,9379,1289,17890,14486,0.4805,0.3287,0.627513031,14486,18750,187.44,2019,3,34621,49482,67863,6451,8597,2.64,exact
01323100,University of Houston - Victoria,TX,Victoria,28.816248,-96.976334,7313,17129,9860,1158,18331,13250,0.4794,0.4501,0.777363184,13250,19201,191.95,2019,3,33035,46982,64574,1691,2267,2.45,exact
00177600,University of Illinois Chicago,IL,Chicago,41.871837,-87.650503,14098,28448,12000,1400,27498,14000,0.5055,0.355,0.622161218,14000,17250,172.44,2019,3,31715,46376,68509,9521,14471,2.69,exact
00177500,University of Illinois Urbana-Champaign,IL,Champaign,40.104718,-88.229114,15150,32600,12252,1200,28602,17000,0.243,0.342,0.866674231,17000,19500,194.94,2019,3,37149,58556,83595,16057,27334,3.0,exact
00933300,University of Illinois at Springfield,IL,Springfield,39.729524,-89.616796,11911,21526,9760,1200,22871,15000,0.3568,0.4536,0.840417599,15000,19184,191.78,2019,3,33124,45610,65162,1297,1906,2.38,fuzzy
00189200,University of Iowa,IA,Iowa City,41.661935,-91.536425,9606,31569,11590,950,22146,17750,0.1945,0.4182,0.9014402,17750,22500,224.93,2019,3,31577,46916,65131,12169,18037,2.09,exact
00203100,University of Louisiana at Lafayette,LA,Lafayette,30.212191,-92.020165,10358,24086,11144,1300,22802,14250,0.3471,0.4529,0.814551607,14250,22000,219.93,2019,3,30271,47195,69247,5775,8652,2.15,exact
00202000,University of Louisiana at Monroe,LA,Monroe,32.527748,-92.07374,9070,21170,8914,1300,19284,14250,0.3652,0.4091,0.821086262,14250,20751,207.44,2019,3,30965,47043,65510,2291,3672,2.27,exact
00374600,University of Mary Washington,VA,Fredericksburg,38.302492,-77.476055,13845,30502,11734,1200,26779,15395,0.1932,0.4247,0.90591227,15395,20500,204.93,2019,3,27705,41407,57382,2155,3274,2.02,exact
00238800,University of Minnesota  Duluth,MN,Duluth,46.817126,-92.084385,13576,18776,8470,1200,23246,16034,0.205,0.518,0.923628908,16034,22514,225.07,2019,3,31499,45741,60942,4976,6633,2.03,exact
00406900,University of Minnesota - Crookston,MN,Crookston,47.802536,-96.606188,12014,12014,9076,1000,22090,13000,0.2121,0.3551,0.897937025,13000,19873,198.66,2019,3,39937,54634,74578,989,1384,2.75,exact
00396903,University of Minnesota - Rochester,MN,Rochester,44.022339,-92.463471,12850,12850,10914,1000,24764,16750,0.3549,0.542,0.876880062,16750,19500,194.94,2019,3,29401,47005,72014,277,330,2.41,exact
00396900,University of Minnesota - Twin Cities,MN,Minneapolis,44.972851,-93.235464,15027,33325,10358,1000,26385,16750,0.1786,0.367,0.876880062,16750,19500,194.94,2019,3,32902,49651,70892,18127,27289,2.55,exact
00238900,University of Minnesota Morris,MN,Morris,45.589775,-95.899729,13578,15632,8632,800,23010,12000,0.3142,0.4536,0.8005997,12000,18768,187.62,2019,3,27717,41680,53485,664,1083,2.22,exact
00251600,University of Missouri - Columbia,MO,Columbia,38.94531,-92.328843,10723,29005,10668,1032,22423,17945,0.2148,0.3769,0.891824249,17945,21000,209.93,2019,3,34513,48685,65714,11394,17069,2.32,exact
00251800,University of Missouri - Kansas City,MO,Kansas City,39.034179,-94.582141,10145,25186,11748,770,22663,14750,0.2394,0.3037,0.836291391,14750,18751,187.45,2019,3,33187,46869,62907,3682,5639,2.5,exact
00251900,University of Missouri - Saint Louis,MO,Saint Louis,38.710312,-90.311091,10573,27972,10432,1000,22005,16779,0.2134,0.2589,0.830553901,16779,20500,204.93,2019,3,32807,45272,62495,4256,5698,2.21,fuzzy
00253600,University of Montana (The),MT,Missoula,46.859312,-113.982912,7430,27256,10154,1100,18684,14499,0.3417,0.4815,0.858226524,14499,21500,214.93,2019,3,25556,35369,47177,2674,4321,1.65,exact
00253700,University of Montana Western (The),MT,Dillon,45.208306,-112.639264,5747,17209,8280,800,14827,12000,0.3792,0.4786,0.804539723,12000,21000,209.93,2019,3,28259,37401,48577,563,719,1.78,exact
00139700,University of New Haven,CT,West Haven,41.291314,-72.961472,41654,41654,17049,1000,59703,19500,0.2799,0.8308,0.964209629,19500,27000,269.91,2019,3,29234,43175,60922,2183,3334,1.6,exact
00201500,University of New Orleans (The),LA,New Orleans,30.027704,-90.067142,9072,13908,9795,1300,20167,10500,0.3891,0.3666,0.767497034,10500,17541,175.35,2019,3,26666,39703,55290,2009,3350,2.26,exact
00290700,University of North Carolina  Asheville,NC,Asheville,35.617068,-82.565392,7244,24592,9950,1200,18394,14500,0.3507,0.4477,0.830260648,14500,20987,209.8,2019,3,23718,32975,45490,1460,2447,1.57,fuzzy
00297400,University of North Carolina - Chapel Hill,NC,Chapel Hill,35.911769,-79.050969,8980,36159,11740,990,21710,13000,0.2286,0.2356,0.69296741,13000,14500,144.95,2019,3,33727,52124,77505,12188,18844,3.59,fuzzy
00297500,University of North Carolina - Charlotte,NC,Charlotte,35.306022,-80.730919,7096,20530,12800,1250,21146,16889,0.3592,0.4883,0.845131866,16889,21668,216.61,2019,3,32039,46100,64788,13075,18318,2.13,fuzzy
00297600,University of North Carolina -Greensboro,NC,Greensboro,36.068236,-79.809414,7403,22562,9482,1000,17885,16279,0.4821,0.5622,0.84386985,16279,23000,229.92,2019,3,27653,39585,53158,7127,10884,1.72,fuzzy
00398100,University of North Carolina School of the Arts,NC,Winston Salem,36.076183,-80.235672,9358,25901,9456,1325,20139,20500,0.2766,0.5339,0.911357341,20500,25000,249.92,2019,3,23325,32697,46435,309,598,1.31,exact
00295400,University of North Carolina at Pembroke,NC,Pembroke,34.688313,-79.200347,3456,7456,10660,1505,15621,15094,0.5251,0.5925,0.852768327,15094,25031,250.23,2019,3,28821,40549,54807,2526,3418,1.62,exact
00298400,University of North Carolina at Wilmington (The),NC,Wilmington,34.225223,-77.875527,7181,21246,11346,1130,19657,15750,0.2672,0.4195,0.860728439,15750,20000,199.93,2019,3,30738,46295,68336,8414,11911,2.31,fuzzy
00158500,University of North Georgia,GA,Dahlonega,34.530219,-83.985694,4976,14481,11140,1440,17556,9500,0.2982,0.2817,0.643009605,9500,18750,187.44,2019,3,31100,44298,56577,4425,6191,2.36,exact
00359400,University of North Texas,TX,Denton,33.211178,-97.148422,11090,20906,9888,1000,21978,13750,0.3634,0.487,0.831929466,13750,19200,191.94,2019,3,29350,43366,61016,16011,23620,2.26,exact
04242100,University of North Texas at Dallas,TX,Dallas,32.659588,-96.803446,8143,21787,9202,1500,18845,12355,0.5776,0.4002,0.656722871,12355,18502,184.96,2019,3,34458,46997,61960,1626,2024,2.54,exact
